ts,Entity Name,data_soil_moisture1,data_soil_moisture2,data_soil_moisture3,data_soil_moisture4
2024-05-26 06:18:36.373,111,,,,
2024-05-26 07:18:36.279,111,,,,
2024-05-26 07:48:36.259,111,,,,
2024-05-26 08:18:36.217,111,,,,
2024-05-26 08:48:35.745,111,,,,
2024-05-26 09:18:36.143,111,,,,
2024-05-26 09:48:35.677,111,,,,
2024-05-26 10:18:35.983,111,25.0,22.5,41.7,51.1
2024-05-26 10:48:35.948,111,25.0,22.5,41.7,51.1
2024-05-26 11:18:35.935,111,25.0,22.5,41.7,51.1
2024-05-26 11:48:35.905,111,25.0,22.4,41.7,51.1
2024-05-26 12:18:35.808,111,,,,
2024-05-26 12:48:35.718,111,,,,
2024-05-26 13:18:35.736,111,,,,
2024-05-26 13:48:35.608,111,,,,
2024-05-26 14:18:35.387,111,,,,
2024-05-26 14:48:35.591,111,,,,
